siteid,description,state,latitude,longitude,elevation,timezone,install,horizontal_datum,vertical_datum,vertical_accuracy,elevation_method,tz_offset,active_flag,type,responsibility,agency_region,huc12
mcco,"McCullugh Ranch, OR",OR,44.12861111,-120.4216667,3480,US/Pacific,55:37.8,0,ft,0,,,,hydromet,BFO,PN,1.71E+11
mcdb,MICA RESERVOIR,BC,52.06666667,-118.5666667,0,US/Mountain,00:00.0,0,ft,0,,,,hydromet,,PN,1.70E+11
mcdh,"Mcgee Creek Dam, Oklahoma",OK,34.31444,-95.875,576,CST,,,,,,,,,,GP,
mcdo,"McDermitt, OR 26N",OR,42.41056,-117.86278,4464,US/Pacific,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.71E+11
mcfi,burley I.D.  first lift,id,0,0,0,US/Mountain,,0,,0,,,,hydromet,,PN,
mcfo,McKay Ck. Adult Fish Barrier,OR,0,0,0,US/Pacific,,0,,0,,,,hydromet,Umatilla,PN,
mcgi,"Mann Creek at Mann Creek Guard Station, ID",ID,44.50138889,-116.9491667,3680,US/Mountain,17:39.8,0,ft,0,,,,hydromet,PNRO,PN,1.71E+11
mchi,MICHAUD CANAL AT AMERICAN FALLS (PUMPING PLANT),ID,42.77916667,-112.8722222,4134,US/Mountain,00:00.0,0,ft,0,,,,hydromet,,PN,1.70E+11
mcho,Meacham,OR,0,0,4300,,,,,0,,,T,,,PN,
mcii,Mann Creek bel Adams Cr abv Reservoir,ID,44.48027778,-116.9325,3420,US/Mountain,56:21.3,0,ft,0,,,,hydromet,,PN,1.71E+11
mck,"McKay Reservoir near Pendleton, OR",OR,45.60568611,-118.7950536,1333,US/Pacific,00:00.0,,ft,0,cma_google,,,hydromet,umatilla,PN,1.71E+11
mcki,MICA CREEK,ID,47.15,-116.2666667,191.1666667,0,.......................,623,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
mcko,"Mckay Creek near Pendleton, OR",OR,45.609297,-118.799707,1163,US/Pacific,00:00.0,14023500,ft,0,,,,hydromet,owrd,PN,1.71E+11
mcn,McNary Dam,OR,45.93333333,-119.3,360,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Corps,PN,1.71E+11
mdbo,MADISON BUTTE,OR,45.1,-119.4833333,204.8333333,0,.......................,608,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
mdco,McDonald Creek above McDonald Ditch,OR,42.10194444,-122.7997222,4150,US/Pacific,.......................,14363450,ft,0,,,,hydromet,owrd,PN,1.71E+11
mddo,McDonald Ditch at McDonald Creek,OR,42.10194444,-122.7997222,4150,US/Pacific,.......................,0,ft,0,,,,hydromet,BFO/OWRD,PN,1.71E+11
mdeo,"Moody Farms East Satellite, Oregon Weather Station",OR,44.87789,-121.07621,399,US/Pacific,9/10/2013 0:00,,ft,0,,,,agrimet,pnro,PN,1.71E+11
mdfi,MUD FLAT,ID,42.6,-116.55,211.5,0,.......................,654,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
mdfo,"Medford, Oregon AgriMet Weather Station",OR,42.33111,-122.93777,408.43,US/Pacific,5/23/1989,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
mdki,"INL - Minidoka,  Idaho Weather Station",ID,42.804417,-113.58965,1306.068,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN,1.70E+11
mdli,MEADOW LAKE,ID,44.43333333,-113.3166667,265.5,0,.......................,620,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
mdni,"Main Drain North near Heyburn, ID",ID,42.55055556,-113.8663889,0,US/Mountain,59:58.5,13085065,ft,0,,,,hydromet,,PN,1.70E+11
mdno,"Moody Farms North Satellite, Oregon Weather Station",OR,44.87365,-121.06748,402,US/Pacific,9/10/2013 0:00,,ft,0,,,,agrimet,pnro,PN,1.71E+11
mdso,"Moody Farms South Satellite, Oregon Weather Station",OR,44.86472,-121.06508,426,US/Pacific,9/10/2013 0:00,,ft,0,,,,agrimet,pnro,PN,1.71E+11
mdto,"Moody Farms West Satellite, Oregon Weather Station",OR,44.86941,-121.07948,384,US/Pacific,9/10/2013 0:00,,ft,0,,,,agrimet,pnro,PN,1.71E+11
mdwo,McDonald Ditch at Wagner Gap,OR,42.14,-122.8027778,4140,US/Pacific,.......................,0,ft,0,,,,hydromet,BFO,PN,1.71E+11
mdxo,"Moody Farms Control Station, Oregon Weather Station",OR,44.86912,-121.0683,391,US/Pacific,9/9/2013,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
medw,Meadow Creek (Inflow to Keechelus),WA,47.3,-121.3833333,2797,US/Pacific,22:40.5,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
mfdo,"Bear Creek at Medford, OR",OR,42.324015,-122.866706,1344,US/Pacific,11:06.7,14357500,ft,0,,,,hydromet,usgs,PN,1.71E+11
mfpi,"Middle Fork Payette River at Crouch, ID",ID,44.108611,-115.982222,3040,US/Mountain,.......................,13237920,ft,0,,,,hydromet,usgs,PN,1.71E+11
mgai,MILNER-GOODING A LATERAL CANAL,ID,42.50361111,-114.1216667,4098,US/Mountain,00:00.0,0,ft,0,,,,hydromet,,PN,1.70E+11
mgmi,MAGIC MOUNTAIN,ID,42.16666667,-114.2833333,228.6666667,0,.......................,610,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
mgsw,MOUNT GARDNER,WA,47.35,-121.5666667,169.6666667,0,.......................,898,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
mhpi,Milner Power Plant (Idaho Power Co.),ID,42.52611111,-114.0361111,4138,US/Mountain,47:56.0,0,ft,0,,,,hydromet,IDPWR,PN,1.70E+11
mhpo,"Miller Hill Pump Plant, Oregon",OR,42.14277778,-121.7513889,4095,US/Pacific,23:37.7,0,ft,0,,,,hydromet,Klamath,PN,1.80E+11
mhro,"Malheur River nr Namorf, OR",OR,43.78305556,-117.7327778,2611,US/Mountain,.......................,13218000,ft,0,,,,hydromet,IDPWR,PN,1.71E+11
mhwo,MT. HOWARD,OR,45.25,-117.1666667,248.8333333,0,.......................,653,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
midi,"MF Salmon River at Middle Fork Lodge, ID",ID,44.721667,-115.016389,0,US/Mountain,00:00.0,13309220,ft,0,,,,hydromet,usgs,PN,1.71E+11
mido,Medford ID Canal at Bradshaw Drop nr Brownsboro,OR,42.45,-122.7344444,1610,US/Pacific,38:42.4,14346000,ft,0,,,,hydromet,BFO (M),PN,1.71E+11
miii,Milner-Gooding Canal below N.S. X-Cut,ID,42.5275,-114.0102778,4134,US/Mountain,00:00.0,0,ft,0,,,,hydromet,IDWR,PN,1.70E+11
mil,"Milner Dam and Reservoir, Idaho",ID,42.52389407,-114.0376039,4123,US/Mountain,00:00.0,,ft,0,cma_google,,,hydromet,pnro,PN,1.70E+11
mili,"Snake River at Milner, Idaho",ID,42.52814589,-114.0183847,4063,US/Mountain,00:00.0,13087995,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
min,"Minidoka Dam and Lake Walcott, ID",ID,42.67083,-113.48333,4200,US/Mountain,00:00.0,,ft,0,cma_google,,,hydromet,pnro,PN,1.70E+11
mini,"Snake River near Minidoka, ID",ID,42.67289753,-113.5003366,4132,US/Mountain,00:00.0,13081500,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
mirw,MIRROR LAKE,WA,48.15,-120.65,5600,US/Pacific,.......................,20A39S,ft,0,,,,hydromet,,PN,1.70E+11
mkco,Marks Creek,or,0,0,0,,,,,0,,,T,,,PN,
mkzo,MCKENZIE,OR,44.2,-121.8666667,200.5,0,.......................,619,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
mlci,Milner Irrigation Pump Canal,ID,42.51944444,-114.01,4134,US/Mountain,00:00.0,13086000,ft,0,,,,hydromet,IDWR,PN,1.70E+11
mlco,"Mill Creek nr Prineville, OR",OR,44.40722222,-120.6397222,3480,US/Pacific,56:02.0,14083400,ft,0,,,,hydromet,owrd,PN,1.71E+11
mlki,MILL CREEK SUMMIT,ID,44.46666667,-114.4833333,260.6666667,0,.......................,627,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
mlsw,Morse Lake Snotel,WA,46.9,-121.4666667,211.1666667,0,.......................,642,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
mmsw,MOSES MTN,WA,48.35,-119.0666667,202.5,0,.......................,644,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
mnc01,"Mancos, Colorado CoAgMet Weather Station",CO,37.322,-108.338,2051,US/Mountain,9/5/2017,0,0,0,ccc,,T,agrimet,ccc,PN,1.41E+11
mnni,Snake River near Menan (USGS),ID,43.752778,-111.979167,0,US/Mountain,.......................,13057000,ft,0,,,,hydromet,usgs,PN,1.70E+11
mnpi,"Montpelier, Idaho Weather Station",ID,42.25452,-111.33773,1823,US/Mountain,11/16/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.60E+11
mnru,"Monroe, Utah AgriMet Weather Station",UT,38.634188,-112.157598,1648,US/Mountain,3/11/2015,,m,0,agrimet_map,,,agrimet,pnro,PN,1.60E+11
mnsi,MOONSHINE,ID,44.4,-113.3833333,237,0,.......................,636,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
mnti,"Monteview, Idaho Weather Station",ID,44.015,-112.5358333,1480,US/Mountain,10/1/1996,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
mntn,OWYHEE R NR MOUNTAIN CITY,NV,41.860458,-115.98926,5560,US/Pacific,.......................,13175100,ft,0,,,,hydromet,usgs,PN,1.71E+11
moan,"DRI - Moapa Valley, Nevada Weather Station",NV,36.569722,-114.458889,398.6784,US/Pacific,2/10/2010,,m,0,agrimet_map,,,agrimet,dri,PN,1.50E+11
mocn,"Mountain City Ranger Station, NV",NV,41.83709537,-115.9650472,5620,US/Pacific,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.71E+11
moim,"Moiese Valley, MT AgriMet Weather Station",MT,47.40186,-114.34077,2582,US/Mountain,9/6/2019,,,0,,,,,,PN,1.70E+11
moki,MOOSE CREEK,ID,45.66666667,-113.95,216.3333333,0,.......................,638,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
moqi,MOSQUITO RIDGE,ID,48.05,-116.2166667,202.6666667,0,.......................,645,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
mori,"Mores Creek above Robie Creek, ID",ID,43.64795079,-115.9897567,3120,US/Mountain,00:00.0,13200000,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.71E+11
moso,MOSS SPRINGS,OR,45.26666667,-117.6833333,213,0,.......................,647,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
mpci,Minidoka North Side Pump Canal,ID,42.53361111,-113.9469444,4134,US/Mountain,00:00.0,0,ft,0,,,,hydromet,IDWR,PN,1.70E+11
mplm,MADISON PLATEAU,MT,44.58333333,-111.1,240.1666667,0,.......................,609,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.00E+11
mpsw,MEADOWS PASS,WA,47.26666667,-121.4666667,174.8333333,0,.......................,897,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
mrbw,JUNE LAKE,WA,46.13333333,-122.15,179.3333333,0,.......................,553,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
mrei,"Moore, ID AgriMet Weather Station",ID,47.761774,-113.371618,5541,US/Mountain,9/8/2019,,,0,,,,,,PN,1.70E+11
mrfo,MARION FORKS,OR,44.58333333,-121.9666667,164.1666667,0,.......................,614,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
mrgi,MORGAN CREEK,ID,44.83333333,-114.2666667,240.6666667,0,.......................,639,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
mrki,MOORES CREEK SUMMIT,ID,43.91666667,-115.65,216.6666667,0,.......................,637,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
mrne,"Merritt Dam, Nebraska",NE,42.635,-100.87222,2956,CST,,,,,,,,,,GP,
mrso,"Madras, Oregon AgriMet Weather Station",OR,44.68,-121.14861,743.71,US/Pacific,5/1/1984,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
mrsw,MORSE LAKE,WA,46.9,-121.4833333,5400,US/Pacific,.......................,21C17S,ft,0,,,,hydromet,,PN,1.70E+11
mryi,Marysville Canal,ID,44.06166667,-111.3283333,5540,US/Mountain,00:00.0,13047475,ft,0,,,,hydromet,IDWR,PN,1.70E+11
msey,"Snake River at Moose, WY (USGS)",WY,43.654056,-110.715472,6431,US/Mountain,.......................,13013650,ft,0,,,,hydromet,usgs,PN,1.70E+11
mspm,MOSS PEAK,MT,47.68333333,-113.95,226,0,.......................,646,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
mssi,Middle Fork Salmon River at Mouth nr Shoup,ID,45.293611,-114.596389,3040,US/Mountain,.......................,13310199,ft,0,,,,hydromet,usgs,PN,1.71E+11
msvn,"DRI - Mason Valley WMA, Nevada Weather Station",NV,39.106667,-119.147222,1318.8696,US/Pacific,4/10/2011,,m,0,agrimet_map,,,agrimet,dri,PN,1.61E+11
mtcw,MOUNT CRAG,WA,47.75,-123.0166667,189,0,.......................,648,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
mtelfbco,"Mount Elbert Forebay, Co",CO,39.10222,-106.35333,9650,MST,,,,,,,,,,GP,
mtho,MT HOOD TEST SITE,OR,45.31666667,-121.7,210.5,0,.......................,651,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
mtkm,MOUNT LOCKHART,MT,47.91666667,-112.8166667,218.6666667,0,.......................,649,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.00E+11
mtmi,MOUNTAIN MEADOWS,ID,45.68333333,-115.2166667,221,0,.......................,650,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
mtr01,"Montrose, Colorado CoAgMet Weather Station",CO,38.55,-107.91,1722,US/Mountain,2/24/2015,,,0,,,,agrimet,,PN,1.40E+11
muco,Murderers Creek near Mouth,OR,44.31583333,-119.5341667,2980,US/Pacific,26:52.4,0,ft,0,,,,hydromet,OWRD,PN,1.71E+11
mudo,MUD RIDGE,OR,45.25,-121.7333333,188.8333333,0,.......................,655,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
muli,MULDOON,id,0,0,0,,,,,0,,,T,,,PN,
muru,"UCC - Murray, Utah Weather Station",UT,40.63133333,-111.9198,1307.592,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
mwsm,"Moccasin, MT (MWSM)",MT,47.05853653,-109.9507523,0,US/Mountain,,,,0,usbr_map.json,,,agrimet,great_plains,PN,1.00E+11
mwso,"Middle Warm Springs, Oregon Weather Station",OR,44.85424,-121.1479,432,US/Pacific,9/12/2013,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
mxci,North Side X-Cut Diversion from Milner-Gooding Canal,ID,42.55861111,-114.0513889,4150,US/Mountain,00:00.0,13086520,ft,0,,,,hydromet,IDWR,PN,1.70E+11
myko,"Mckay Creek near Pilot Rock, OR",OR,45.549019,-118.774427,1343,US/Pacific,00:00.0,14022500,ft,0,,,,hydromet,owrd,PN,1.71E+11
myli,"MCCALL, ID (DARDC-IDMY) (monthly)",ID,0,0,0,US/Mountain,.......................,0,ft,0,,,,hydromet,,PN,
nacw,"NACHES RIVER NEAR NACHES,WA.",WA,46.74555556,-120.7680556,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
nasty,"Lake Nasworthy Near San Angelo, Texas",TX,31.38861,-100.47806,1872.2,CST,,,,,,,,,,GP,
ncao,"North Canal near Bend, OR",OR,44.07722222,-121.3019444,3560,US/Pacific,29:16.4,14069500,ft,0,,,,hydromet,owrd,PN,1.71E+11
ncdo,"Neil Creek mouth at Dead Indian rd nr Ashland, OR",OR,42.18555556,-122.6544444,1910,US/Pacific,10:57.0,14352000,ft,0,,,,hydromet,OWRD/OWRD,PN,1.71E+11
ncfo,NEIL CR AB DUNN CR NR ASHLAND,OR,42.13277778,-122.6366667,0,US/Pacific,54:49.5,14350900,ft,0,,,,hydromet,owrd,PN,1.71E+11
nclo,NEW CRESCENT LAKE,OR,43.5,-121.9666667,202.8333333,0,.......................,660,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
nelr,"Nelson Reservoir At Dam 10 Miles Nw Of Saco, Mt",MT,48.52972,-107.51861,2200,MST,,,,,,,,,,GP,
nepu,"UCC - Nephi, Utah Weather Station",UT,39.68941667,-111.8767833,1524.6096,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
nfbo,"North Fork Little Butte Creek Canal nr Lakecreek, OR",OR,42.42444444,-122.6038889,0,US/Pacific,13:49.2,14345000,ft,0,,,,hydromet,BFO (M),PN,1.71E+11
nffo,"N. Fork Big Butte Crk nr Butte Falls,OR",OR,42.55404,-122.547038,0,US/Pacific,,14336700,,0,,,,hydromet,BFO,PN,1.71E+11
nfjm,NORTH FORK JOCKO,MT,47.26666667,-113.75,218.5,0,.......................,667,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
nflo,"North Fork Little Butte Creek at 140, OR",OR,42.402631,-122.537252,2180,US/Pacific,29:51.5,14343000,ft,0,,,,hydromet,owrd,PN,1.71E+11
nfro,NORTH FORK,OR,45.55,-122,173,0,.......................,666,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
nfti,"North Fork Teton River near Sugar City, ID",ID,43.8875,-111.75778,0,US/Mountain,24:18.8,13055250,ft,0,,,,hydromet,usgs,PN,1.70E+11
nlci,New Lavaside Canal,ID,43.29916667,-112.225,4550,US/Mountain,00:00.0,13061520,ft,0,,,,hydromet,IDWR,PN,1.70E+11
nmci,Minidoka Northside Canal,ID,42.67083333,-113.4833333,4180,US/Mountain,00:00.0,0,ft,0,,,,hydromet,,PN,1.70E+11
nmco,North Unit Main Canal,OR,44.07722222,-121.3019444,3560,US/Pacific,29:05.1,14069000,ft,0,,,,hydromet,owrd,PN,1.71E+11
nmpi,"Nampa, Idaho AgriMet Weather Station",ID,43.43722,-116.64527,823.57,US/Mountain,3/11/1996,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
noco,North Canal,OR,42.12194444,-121.8283333,4086,US/Pacific,.......................,11509105,ft,0,,,,hydromet,Klamath,PN,1.80E+11
noim,NOISY BASIN,MT,48.15,-113.9333333,213.6666667,0,.......................,664,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
nox,NOXON RAPIDS DAM ON CLARK FORK R,MT,47.96666667,-115.7333333,0,US/Mountain,00:00.0,0,ft,0,,,,hydromet,Flathead,PN,1.70E+11
npao,N. Powder River bel Anthony Cr nr North Powder,OR,45.01277778,-118.0530556,3520,US/Pacific,20:57.1,0,ft,0,,,,hydromet,OWRD,PN,1.71E+11
npdo,Powder River abv Thief Valley Res nr. North Powder,OR,45.0575,-117.8408333,3100,US/Pacific,45:28.9,13284900,ft,0,,,,hydromet,owrd,PN,1.71E+11
nryw,"NACHES RIVER NEAR YAKIMA, WA",WA,46.62833333,-120.5194444,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
nscw,NACHES SELAH CANAL,WA,46.74666667,-120.7688889,1550,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
nsvn,"DRI - North Spring Valley, Nevada Weather Station",NV,39.458056,-114.506667,1719.6816,US/Pacific,6/11/2011,,m,0,agrimet_map,,,agrimet,dri,PN,1.61E+11
nzcm,NEZ PERCE CAMP,MT,45.71666667,-114.4666667,208.1666667,0,.......................,662,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
oaki,OAKLEY RESERVOIR,ID,42.19722222,-113.9138889,0,US/Mountain,00:00.0,0,ft,0,,,,hydromet,,PN,1.70E+11
och,"Ochoco Reservoir near Prineville, OR",OR,44.29861,-120.725,3143,US/Pacific,56:15.8,,ft,0,cma_google,,,hydromet,,PN,1.71E+11
ochews,Ochoco Reservoir SOD Instrumentation,OR,44.29861111,-120.725,3143,US/Pacific,00:00.0,0,ft,0,,,,hydromet,BFO,PN,1.71E+11
ocho,"Ochoco Creek below Ochoco Reservoir, OR",OR,44.29888889,-120.7277778,3100,US/Pacific,56:28.8,14085300,ft,0,,,,hydromet,owrd,PN,1.71E+11
ocmo,OCHOCO MEADOWS,OR,44.41666667,-120.3166667,210.5,0,.......................,671,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
ocro,"Ochoco Cr. above Reservoir nr Prineville, OR",OR,44.33333333,-120.5827778,3300,US/Pacific,56:48.3,14082550,ft,0,,,,hydromet,owrd,PN,1.71E+11
ocwo,"Ochoco Ranger Station, OR",OR,44.39666667,-120.4266667,3975,US/Pacific,57:00.9,0,ft,0,,,,hydromet,BFO,PN,1.71E+11
odsw,"Odessa, Washington AgriMet Weather Station",WA,47.30888,-118.87861,502.92,US/Pacific,4/24/1984,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
ohaw,"RAINIER OHANAPECOSH, WA (DARDC-WARO) (monthly)",WA,0,0,0,US/Pacific,.......................,0,ft,0,,,,hydromet,,PN,
olydamco,"Olympus Dam Near Estes Park, Colorado",CO,40.37306,-105.48778,7481,MST,,,,,,,,,,GP,
omaw,"Omak, Washington AgriMet Weather Station",WA,48.4025,-119.57611,376.43,US/Pacific,1/25/1989,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
omww,OLALLIE MEADOWS,WA,47.36666667,-121.4333333,188.1666667,0,.......................,672,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
onto,"Ontario, Oregon AgriMet Weather Station",OR,43.97777,-117.01527,688.85,US/Mountain,4/30/1992,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
orci,Owyhee River at Crutcher Crossing,ID,42.26027778,-116.8691667,4270,US/Mountain,00:00.0,13176400,ft,0,,,,hydromet,usgs,PN,1.71E+11
ordo,Oregon Drain on Ady Canal,OR,42.08055556,-121.845,0,US/Pacific,.......................,11509250,ft,0,,,,hydromet,Klamath,PN,1.80E+11
orfi,"CLEARWATER RIVER AT OROFINO, IDAHO",ID,46.478333,-116.2575,990,US/Pacific,00:00.0,13340000,ft,0,,,,hydromet,usgs,PN,1.71E+11
orm01,"Orchard Mesa, Colorado CoAgMet Weather Station",CO,39.04,-108.46,1527,US/Mountain,1/2/2006,,,0,,,,agrimet,,PN,1.40E+11
orri,ORCHARD RANGE SITE,ID,43.33333333,-116,3150,US/Mountain,.......................,16F07S,ft,0,,,,hydromet,,PN,1.71E+11
osci,Osgood Canal,ID,43.62916667,-112.0791667,4815,US/Mountain,00:00.0,13057125,ft,0,,,,hydromet,IDWR,PN,1.70E+11
osgi,"Osgood, Idaho AgriMet Weather Station",ID,43.58884,-112.07568,1471,US/Mountain,3/13/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
oth01,"Olathe, Colorado CoAgMet Weather Station",CO,38.64,-108.05,1623,US/Mountain,7/28/1992,,,0,,,,agrimet,,PN,1.40E+11
oth02,"Olathe2, Colorado CoAgMet Weather Station",CO,38.61,-108.07,1661,US/Mountain,8/12/2010,,,0,,,,agrimet,,PN,1.40E+11
owco,OWYHEE CANAL AT OWYHEE DAM,OR,43.64194444,-117.2319444,2344,US/Mountain,00:00.0,0,ft,0,,,,hydromet,,PN,1.71E+11
owei,"INL - Howe, Idaho Weather Station",ID,43.784117,-112.977317,1467.612,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN,1.70E+11
owno,"Crane, OR AgriMet Weather Station",OR,0,0,0,,,,,0,,,,,,PN,
owy,"Lake Owyhee and Owyhee River near Nyssa, OR",OR,43.64182962,-117.2425834,2344,US/Mountain,00:00.0,13183000,ft,0,cma_google,,,hydromet,usgs/pnro,PN,1.71E+11
owyn,"Owyhee, NV",NV,41.94677928,-116.0987547,5396,US/Pacific,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.71E+11
oxsi,OXFORD SPRING,ID,42.25,-112.1166667,224.3333333,0,.......................,677,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.60E+11
pabi,"North Fork Payette River near Banks, ID",ID,44.113781,-116.107904,3081.13,US/Mountain,20:56.2,13246000,ft,0,,,,hydromet,usgs,PN,1.71E+11
pal,"Palisades Reservoir near Irwin, ID",ID,43.3381653,-111.2063599,5353,US/Mountain,00:00.0,,ft,0,cma_google,,,hydromet,pnro,PN,1.70E+11
pali,"Snake River near Irwin, ID",ID,43.35089974,-111.2188817,5353,US/Mountain,00:00.0,13032500,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
panu,"UCC - Panguitch, Utah Weather Station",UT,37.86858333,-112.4217667,1996.44,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
papw,Paradise Park,WA,0,0,0,,,,,0,,,T,,,PN,
par,YAK RIVER NR. PARKER SUNNYSIDE POOL,WA,46.75,-120.4666667,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
pari,"Boise River near Parma, ID",ID,43.781667,-116.972778,2196,US/Mountain,00:00.0,13213000,ft,0,,,,hydromet,usgs,PN,1.71E+11
paro,"Parkdale, Oregon AgriMet Weather Station",OR,45.54444,-121.61666,451.1,US/Pacific,10/20/1989,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
paru,"UCC - Parowan, Utah Weather Station",UT,37.86226667,-112.8810667,1758.696,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
parw,"YAKIMA RIVER NEAR PARKER, WA.",WA,46.496771,-120.441444,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
patr,"Pathfinder Reservoir, Wyoming",WY,42.46806,-106.85361,5678,MST,,,,,,,,,,GP,
pay,"Payette Lake at McCall, Idaho",ID,44.91220175,-116.119299,4983,US/Mountain,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.71E+11
payi,"North Fork Payette River at McCall, Idaho",ID,44.90733271,-116.1189546,4970,US/Mountain,00:00.0,13239000,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.71E+11
paysys,csc + ded,id,0,0,0,US/Mountain,,0,,0,,,,hydromet,,PN,
pbr,"Pilot Butte Offstream, 22 Miles Nw Of Riverton, Wy",WY,43.2,-108.75,5400,MST,,,,,,,,,,GP,
pcky,"Pacific Creek at Moran, WY",WY,43.85045464,-110.5174205,6720,US/Mountain,00:00.0,13011500,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
pcpi,PINE CREEK PASS,ID,43.56666667,-111.2,223,0,.......................,695,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
pcrw,PARK CREEK RIDGE,WA,48.43333333,-120.9,196.6666667,0,.......................,681,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
pcyo,"Prairie City, Oregon AgriMet Weather Station",OR,44.44083,-118.62777,1143.61,US/Pacific,4/12/1989,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
pdt,"PENDLETON WSO, OR (monthly)",OR,0,0,0,US/Pacific,.......................,0,ft,0,,,,hydromet,,PN,
pdto,"Umatilla River at Pendleton, OR",OR,45.672075,-118.792764,1054,US/Pacific,00:00.0,14021000,ft,0,,,,hydromet,owrd,PN,1.71E+11
